75	-154	47	0
76	-156	48	0
77	-158	49	0
78	-160	50	0
79	-162	51	0
80	-164	52	0
81	-166	53	0
82	-168	54	0
83	-170	55	0
84	-172	56	0
85	-174	57	0
86	-176	58	0
87	-178	59	0
88	-180	60	0
89	-182	61	0
90	-184	62	0
91	-186	63	0
92	-188	64	0
93	-190	65	0
94	-192	66	0
95	-194	67	0
96	-196	68	0
97	-198	69	0
98	-200	70	0
99	-202	71	0
100	-204	72	0
101	-206	73	0
102	-208	74	0
103	-210	75	0
104	-212	76	0
105	-214	77	0
106	-216	78	0
107	-218	79	0
108	-220	80	0
109	-222	81	0
110	-224	82	0
111	-226	83	0
112	-228	84	0
113	-230	85	0
114	-232	86	0
115	-234	87	0
116	-236	88	0
117	-238	89	0
118	-240	90	0
119	-242	91	0
120	-244	92	0
121	-246	93	0
122	-248	94	0
123	-250	95	0
124	-252	96	0
125	-254	97	0
126	-256	98	0
127	-258	99	0
128	-260	100	0
129	-262	101	0
130	-264	102	0
131	-266	103	0
132	-268	104	0
133	-270	105	0
134	-272	106	0
135	-274	107	0
136	-276	108	0
137	-278	109	0
138	-280	110	0
139	-282	111	0
140	-284	112	0
141	-286	113	0
142	-288	114	0
143	-290	115	0
144	-292	116	0
145	-294	117	0
146	-296	118	0
147	-298	119	0
148	-300	120	0
149	-302	121	0
150	-304	122	0
151	-306	123	0
152	-308	124	0
153	-310	125	0
154	-312	126	0
155	-314	127	0
156	-316	128	0
157	-318	129	0
158	-320	130	0
159	-322	131	0
160	-324	132	0
161	-326	133	0
162	-328	134	0
163	-330	135	0
164	-332	136	0
165	-334	137	0
166	-336	138	0
167	-338	139	0
168	-340	140	0
169	-342	141	0
170	-344	142	0
171	-346	143	0
172	-348	144	0
173	-350	145	0
174	-352	146	0
175	-354	147	0
176	-356	148	0
177	-358	149	0
178	-360	150	0
179	-362	151	0
180	-364	152	0
181	-366	153	0
182	-368	154	0
183	-370	155	0
184	-372	156	0
185	-374	157	0
186	-376	158	0
187	-378	159	0
188	-380	160	0
189	-382	161	0
190	-384	162	0
191	-386	163	0
192	-388	164	0
193	-390	165	0
194	-392	166	0
195	-394	167	0
196	-396	168	0
197	-398	169	0
198	-400	170	0
199	-402	171	0
200	-404	172	0
201	-406	173	0
202	-408	174	0
203	-410	175	0
204	-412	176	0
205	-414	177	0
206	-416	178	0
207	-418	179	0
208	-420	180	0
209	-422	181	0
210	-424	182	0
211	-426	183	0
212	-428	184	0
213	-430	185	0
214	-432	186	0
215	-434	187	0
216	-436	188	0
217	-438	189	0
218	-440	190	0
219	-442	191	0
220	-444	192	0
221	-446	193	0
222	-448	194	0
223	-450	195	0
224	-452	196	0
225	-454	197	0
226	-456	198	0
227	-458	199	0
228	-460	200	0
229	-462	201	0
230	-464	202	0
231	-466	203	0
232	-468	204	0
233	-470	205	0
234	-472	206	0
235	-474	207	0
236	-476	208	0
237	-478	209	0
238	-480	210	0
239	-482	211	0
240	-484	212	0
241	-486	213	0
242	-488	214	0
243	-490	215	0
244	-492	216	0
245	-494	217	0
246	-496	218	0
247	-498	219	0
248	-500	220	0
249	-502	221	0
250	-504	222	0
251	-506	223	0
252	-508	224	0
253	-510	225	0
254	-512	226	0
255	-514	227	0
256	-516	228	0
257	-518	229	0
258	-520	230	0
259	-522	231	0
260	-524	232	0
261	-526	233	0
262	-528	234	0
263	-530	235	0
264	-532	236	0
265	-534	237	0
266	-536	238	0
267	-538	239	0
268	-540	240	0
269	-542	241	0
270	-544	242	0
271	-546	243	0
272	-548	244	0
273	-550	245	0
274	-552	246	0
275	-554	247	0
276	-556	248	0
277	-558	249	0
278	-560	250	0
279	-562	251	0
280	-564	252	0
281	-566	253	0
282	-568	254	0
283	-570	255	0
284	-572	256	0
285	-574	257	0
286	-576	258	0
287	-578	259	0
288	-580	260	0
289	-582	261	0
290	-584	262	0
291	-586	263	0
292	-588	264	0
293	-590	265	0
294	-592	266	0
295	0	267	1
296	-2	268	1
297	-4	269	1
298	-6	270	1
299	-8	271	1
300	-10	272	1
301	-12	273	1
302	-14	274	1
303	-16	275	1
304	-18	276	1
305	-20	277	1
306	-22	278	1
307	-24	279	1
308	-26	280	1
309	-28	281	1
310	-30	282	1
311	-32	283	1
312	-34	284	1
313	-36	285	1
314	-38	286	1
315	-40	287	1
316	-42	288	1
317	-44	289	1
318	-46	290	1
319	-48	291	1
320	-50	292	1
321	-52	293	1
322	-54	294	1
323	-56	295	1
324	-58	296	1
325	-60	297	1
326	-62	298	1
327	-64	299	1
328	-66	300	1
329	-68	301	1
330	-70	302	1
331	-72	303	1
332	-74	304	1
333	-76	305	1
334	-78	306	1
335	-80	307	1
336	-82	308	1
337	-84	309	1
338	-86	310	1
339	-88	311	1
340	-90	312	1
341	-92	313	1
342	-94	314	1
343	-96	315	1
344	-98	316	1
345	-100	317	1
346	-102	318	1
347	-104	319	1
348	-106	320	1
349	-108	321	1
350	-110	322	1
351	-112	323	1
352	-114	324	1
353	-116	325	1
354	-118	326	1
355	-120	327	1
356	-122	328	1
357	-124	329	1
358	-126	330	1
359	-128	331	1
360	-130	332	1
361	-132	333	1
362	-134	334	1
363	-136	335	1
364	-138	336	1
365	-140	337	1
366	-142	338	1
367	-144	339	1
368	-146	340	1
369	-148	341	1
370	-150	342	1
371	-152	343	1
372	-154	344	1
373	-156	345	1
374	-158	346	1
375	-160	347	1
376	-162	348	1
377	-164	349	1
378	-166	350	1
379	-168	351	1
380	-170	352	1
381	-172	353	1
382	-174	354	1
383	-176	355	1
384	-178	356	1
385	-180	357	1
386	-182	358	1
387	-184	359	1
388	-186	360	1
389	-188	361	1
390	-190	362	1
391	-192	363	1
392	-194	364	1
393	-196	365	1
394	-198	366	1
395	-200	367	1
396	-202	368	1
397	-204	369	1
398	-206	370	1
399	-208	371	1
400	-210	372	1
401	-212	373	1
402	-214	374	1
403	-216	375	1
404	-218	376	1
405	-220	377	1
406	-222	378	1
407	-224	379	1
408	-226	380	1
409	-228	381	1
410	-230	382	1
411	-232	383	1
412	-234	384	1
413	-236	385	1
414	-238	386	1
415	-240	387	1
416	-242	388	1
417	-244	389	1
418	-246	390	1
419	-248	391	1
420	-250	392	1
421	-252	393	1
422	-254	394	1
423	-256	395	1
424	-258	396	1
425	-260	397	1
426	-262	398	1
427	-264	399	1
428	-266	400	1
429	-268	401	1
430	-270	402	1
431	-272	403	1
432	-274	404	1
433	-276	405	1
434	-278	406	1
435	-280	407	1
436	-282	408	1
437	-284	409	1
438	-286	410	1
439	-288	411	1
440	-290	412	1
441	-292	413	1
442	-294	414	1
443	-296	415	1
444	-298	416	1
445	-300	417	1
446	-302	418	1
447	-304	419	1
448	-306	420	1
449	-308	421	1
450	-310	422	1
451	-312	423	1
452	-314	424	1
453	-316	425	1
454	-318	426	1
455	-320	427	1
456	-322	428	1
457	-324	429	1
458	-326	430	1
459	-328	431	1
460	-330	432	1
461	-332	433	1
462	-334	434	1
463	-336	435	1
464	-338	436	1
465	-340	437	1
466	-342	438	1
467	-344	439	1
468	-346	440	1
469	-348	441	1
470	-350	442	1
471	-352	443	1
472	-354	444	1
473	-356	445	1
474	-358	446	1
475	-360	447	1
476	-362	448	1
477	-364	449	1
478	-366	450	1
479	-368	451	1
480	-370	452	1
481	-372	453	1
482	-374	454	1
1	2	4	1
-12	-7	0	0
-1	-1	-20	1
1	1	20	0
1	1	-25	1
2	2	-100	1
-1	4	-25	1
1	1	-2	1
1	1	20	0
1	1	16	1
1	1	15	1
1	1	17	1
1	1	18	1
1	1	19	0
